,player,nation,pos,club,league,age,full_90,drib_goal,foul_goal,y_card,r_card,fouls_d,offside,crosses,intercept,air_won,pass_comp,touch_3rd,succ_drib,sot/90,assists,np_goals
17478,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0,0
17479,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0,0
17480,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0,0
17481,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0,0
17482,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0,0
17483,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0,0
17484,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0,0
17485,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0,0
17486,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27.0,14.0,0.0,0.0,0,0,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0,0
17487,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,2.0,245.0,0.0,0.0,0.0,0,0
17488,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,2.0,245.0,0.0,0.0,0.0,0,0
17489,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,2.0,245.0,0.0,0.0,0.0,0,0
17490,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,2.0,245.0,0.0,0.0,0.0,0,0
17491,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,2.0,245.0,0.0,0.0,0.0,0,0
17492,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,2.0,245.0,0.0,0.0,0.0,0,0
17493,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,2.0,245.0,0.0,0.0,0.0,0,0
17494,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,2.0,245.0,0.0,0.0,0.0,0,0
17495,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,2.0,245.0,0.0,0.0,0.0,0,0
17496,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,2.0,245.0,0.0,0.0,0.0,0,0
17497,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,2.0,245.0,0.0,0.0,0.0,0,0
17498,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,2.0,245.0,0.0,0.0,0.0,0,0
17499,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,2.0,245.0,0.0,0.0,0.0,0,0
17500,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,2.0,245.0,0.0,0.0,0.0,0,0
17501,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,2.0,245.0,0.0,0.0,0.0,0,0
17502,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,2.0,245.0,0.0,0.0,0.0,0,0
17503,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,0.0,0,0
17504,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,0.0,0,0
17505,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,0.0,0,0
17506,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,0.0,0,0
17507,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,0.0,0,0
17508,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,0.0,0,0
17509,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,0.0,0,0
17510,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,0.0,0,0
17511,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,0.0,0,0
17512,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,0.0,0,0
17513,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,0.0,0,0
17514,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,0.0,0,0
17515,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,0.0,0,0
17516,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,0.0,0,0
17517,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,0.0,0,0
17518,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,2.0,5.0,0.0,0.0,0.0,0,0
17519,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,0.0,245.0,0.0,0.0,0.0,0,0
17520,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,0.0,245.0,0.0,0.0,0.0,0,0
17521,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,0.0,245.0,0.0,0.0,0.0,0,0
17522,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,0.0,245.0,0.0,0.0,0.0,0,0
17523,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,0.0,245.0,0.0,0.0,0.0,0,0
17524,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,0.0,245.0,0.0,0.0,0.0,0,0
17525,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,0.0,245.0,0.0,0.0,0.0,0,0
17526,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,0.0,245.0,0.0,0.0,0.0,0,0
17527,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,0.0,245.0,0.0,0.0,0.0,0,0
17528,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,0.0,245.0,0.0,0.0,0.0,0,0
17529,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,0.0,245.0,0.0,0.0,0.0,0,0
17530,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,0.0,245.0,0.0,0.0,0.0,0,0
17531,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,0.0,245.0,0.0,0.0,0.0,0,0
17532,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,0.0,245.0,0.0,0.0,0.0,0,0
17533,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,0.0,245.0,0.0,0.0,0.0,0,0
17534,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,0.0,245.0,0.0,0.0,0.0,0,0
17535,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0,0
17536,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0,0
17537,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0,0
17538,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0,0
17539,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0,0
17540,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0,0
17541,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0,0
17542,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0,0
17543,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0,0
17544,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0,0
17545,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0,0
17546,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0,0
17547,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0,0
17548,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0,0
17549,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0,0
17550,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27.0,0.3,0.0,0.0,0,0,0,0,0,0,0.0,5.0,0.0,0.0,0.0,0,0
17551,Jaïro Riedewald,nl NED,MF,Crystal Palace,eng Premier League,24.0,1.3,0.0,0.0,0,0,0,0,2,1,0.0,47.0,12.0,1.0,0.0,0,0
17552,Manuel Riemann,de GER,GK,Bochum,de Bundesliga,32.0,31.0,0.0,0.0,2,0,5,0,0,1,8.0,1030.0,1.0,0.0,0.0,1,0
17553,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,3,0,31,0,5,18,14.0,480.0,96.0,16.0,0.08,0,0
17554,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,3,0,31,0,5,18,14.0,480.0,96.0,16.0,0.08,0,0
17555,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,3,0,31,0,5,18,14.0,480.0,96.0,16.0,0.0,0,0
17556,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,3,0,31,0,5,18,14.0,480.0,96.0,16.0,0.0,0,0
17557,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,3,0,31,0,5,18,14.0,480.0,20.0,3.0,0.08,0,0
17558,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,3,0,31,0,5,18,14.0,480.0,20.0,3.0,0.08,0,0
17559,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,3,0,31,0,5,18,14.0,480.0,20.0,3.0,0.0,0,0
17560,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,3,0,31,0,5,18,14.0,480.0,20.0,3.0,0.0,0,0
17561,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,3,0,31,0,5,18,14.0,480.0,96.0,16.0,0.08,0,0
17562,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,3,0,31,0,5,18,14.0,480.0,96.0,16.0,0.08,0,0
17563,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,3,0,31,0,5,18,14.0,480.0,96.0,16.0,0.0,0,0
17564,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,3,0,31,0,5,18,14.0,480.0,96.0,16.0,0.0,0,0
17565,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,3,0,31,0,5,18,14.0,480.0,20.0,3.0,0.08,0,0
17566,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,3,0,31,0,5,18,14.0,480.0,20.0,3.0,0.08,0,0
17567,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,3,0,31,0,5,18,14.0,480.0,20.0,3.0,0.0,0,0
17568,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,3,0,31,0,5,18,14.0,480.0,20.0,3.0,0.0,0,0
17569,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,3,0,31,0,5,18,14.0,73.0,96.0,16.0,0.08,0,0
17570,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,3,0,31,0,5,18,14.0,73.0,96.0,16.0,0.08,0,0
17571,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,3,0,31,0,5,18,14.0,73.0,96.0,16.0,0.0,0,0
17572,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,3,0,31,0,5,18,14.0,73.0,96.0,16.0,0.0,0,0
17573,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,3,0,31,0,5,18,14.0,73.0,20.0,3.0,0.08,0,0
17574,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,3,0,31,0,5,18,14.0,73.0,20.0,3.0,0.08,0,0
17575,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,3,0,31,0,5,18,14.0,73.0,20.0,3.0,0.0,0,0
17576,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,3,0,31,0,5,18,14.0,73.0,20.0,3.0,0.0,0,0
17577,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,3,0,31,0,5,18,14.0,73.0,96.0,16.0,0.08,0,0
17578,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,3,0,31,0,5,18,14.0,73.0,96.0,16.0,0.08,0,0
17579,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,3,0,31,0,5,18,14.0,73.0,96.0,16.0,0.0,0,0
17580,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,3,0,31,0,5,18,14.0,73.0,96.0,16.0,0.0,0,0
17581,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,3,0,31,0,5,18,14.0,73.0,20.0,3.0,0.08,0,0
17582,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,3,0,31,0,5,18,14.0,73.0,20.0,3.0,0.08,0,0
17583,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,3,0,31,0,5,18,14.0,73.0,20.0,3.0,0.0,0,0
17584,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,3,0,31,0,5,18,14.0,73.0,20.0,3.0,0.0,0,0
17585,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,2,0,2,0,1,2,3.0,480.0,96.0,16.0,0.08,0,0
17586,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,2,0,2,0,1,2,3.0,480.0,96.0,16.0,0.08,0,0
17587,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,2,0,2,0,1,2,3.0,480.0,96.0,16.0,0.0,0,0
17588,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,2,0,2,0,1,2,3.0,480.0,96.0,16.0,0.0,0,0
17589,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,2,0,2,0,1,2,3.0,480.0,20.0,3.0,0.08,0,0
17590,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,2,0,2,0,1,2,3.0,480.0,20.0,3.0,0.08,0,0
17591,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,2,0,2,0,1,2,3.0,480.0,20.0,3.0,0.0,0,0
17592,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,2,0,2,0,1,2,3.0,480.0,20.0,3.0,0.0,0,0
17593,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,2,0,2,0,1,2,3.0,480.0,96.0,16.0,0.08,0,0
17594,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,2,0,2,0,1,2,3.0,480.0,96.0,16.0,0.08,0,0
17595,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,2,0,2,0,1,2,3.0,480.0,96.0,16.0,0.0,0,0
17596,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,2,0,2,0,1,2,3.0,480.0,96.0,16.0,0.0,0,0
17597,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,2,0,2,0,1,2,3.0,480.0,20.0,3.0,0.08,0,0
17598,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,2,0,2,0,1,2,3.0,480.0,20.0,3.0,0.08,0,0
17599,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,2,0,2,0,1,2,3.0,480.0,20.0,3.0,0.0,0,0
17600,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,2,0,2,0,1,2,3.0,480.0,20.0,3.0,0.0,0,0
17601,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,2,0,2,0,1,2,3.0,73.0,96.0,16.0,0.08,0,0
17602,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,2,0,2,0,1,2,3.0,73.0,96.0,16.0,0.08,0,0
17603,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,2,0,2,0,1,2,3.0,73.0,96.0,16.0,0.0,0,0
17604,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,2,0,2,0,1,2,3.0,73.0,96.0,16.0,0.0,0,0
17605,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,2,0,2,0,1,2,3.0,73.0,20.0,3.0,0.08,0,0
17606,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,2,0,2,0,1,2,3.0,73.0,20.0,3.0,0.08,0,0
17607,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,2,0,2,0,1,2,3.0,73.0,20.0,3.0,0.0,0,0
17608,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,2,0,2,0,1,2,3.0,73.0,20.0,3.0,0.0,0,0
17609,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,2,0,2,0,1,2,3.0,73.0,96.0,16.0,0.08,0,0
17610,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,2,0,2,0,1,2,3.0,73.0,96.0,16.0,0.08,0,0
17611,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,2,0,2,0,1,2,3.0,73.0,96.0,16.0,0.0,0,0
17612,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,2,0,2,0,1,2,3.0,73.0,96.0,16.0,0.0,0,0
17613,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,2,0,2,0,1,2,3.0,73.0,20.0,3.0,0.08,0,0
17614,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,2,0,2,0,1,2,3.0,73.0,20.0,3.0,0.08,0,0
17615,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,2,0,2,0,1,2,3.0,73.0,20.0,3.0,0.0,0,0
17616,Tomás Rincón,ve VEN,MF,Sampdoria,it Serie A,33.0,13.0,0.0,0.0,2,0,2,0,1,2,3.0,73.0,20.0,3.0,0.0,0,0
17617,Tomás Rincón,ve VEN,MF,Torino,it Serie A,33.0,1.8,0.0,0.0,3,0,31,0,5,18,14.0,480.0,96.0,16.0,0.08,0,0
17618,Tomás Rincón,ve VEN,MF,Torino,it Serie A,33.0,1.8,0.0,0.0,3,0,31,0,5,18,14.0,480.0,96.0,16.0,0.08,0,0
17619,Tomás Rincón,ve VEN,MF,Torino,it Serie A,33.0,1.8,0.0,0.0,3,0,31,0,5,18,14.0,480.0,96.0,16.0,0.0,0,0
17620,Tomás Rincón,ve VEN,MF,Torino,it Serie A,33.0,1.8,0.0,0.0,3,0,31,0,5,18,14.0,480.0,96.0,16.0,0.0,0,0
17621,Tomás Rincón,ve VEN,MF,Torino,it Serie A,33.0,1.8,0.0,0.0,3,0,31,0,5,18,14.0,480.0,20.0,3.0,0.08,0,0
17622,Tomás Rincón,ve VEN,MF,Torino,it Serie A,33.0,1.8,0.0,0.0,3,0,31,0,5,18,14.0,480.0,20.0,3.0,0.08,0,0
17623,Tomás Rincón,ve VEN,MF,Torino,it Serie A,33.0,1.8,0.0,0.0,3,0,31,0,5,18,14.0,480.0,20.0,3.0,0.0,0,0
17624,Tomás Rincón,ve VEN,MF,Torino,it Serie A,33.0,1.8,0.0,0.0,3,0,31,0,5,18,14.0,480.0,20.0,3.0,0.0,0,0
17625,Tomás Rincón,ve VEN,MF,Torino,it Serie A,33.0,1.8,0.0,0.0,3,0,31,0,5,18,14.0,480.0,96.0,16.0,0.08,0,0
17626,Tomás Rincón,ve VEN,MF,Torino,it Serie A,33.0,1.8,0.0,0.0,3,0,31,0,5,18,14.0,480.0,96.0,16.0,0.08,0,0
17627,Tomás Rincón,ve VEN,MF,Torino,it Serie A,33.0,1.8,0.0,0.0,3,0,31,0,5,18,14.0,480.0,96.0,16.0,0.0,0,0
17628,Tomás Rincón,ve VEN,MF,Torino,it Serie A,33.0,1.8,0.0,0.0,3,0,31,0,5,18,14.0,480.0,96.0,16.0,0.0,0,0
17629,Tomás Rincón,ve VEN,MF,Torino,it Serie A,33.0,1.8,0.0,0.0,3,0,31,0,5,18,14.0,480.0,20.0,3.0,0.08,0,0
17630,Tomás Rincón,ve VEN,MF,Torino,it Serie A,33.0,1.8,0.0,0.0,3,0,31,0,5,18,14.0,480.0,20.0,3.0,0.08,0,0
17631,Tomás Rincón,ve VEN,MF,Torino,it Serie A,33.0,1.8,0.0,0.0,3,0,31,0,5,18,14.0,480.0,20.0,3.0,0.0,0,0
17632,Tomás Rincón,ve VEN,MF,Torino,it Serie A,33.0,1.8,0.0,0.0,3,0,31,0,5,18,14.0,480.0,20.0,3.0,0.0,0,0
17633,Tomás Rincón,ve VEN,MF,Torino,it Serie A,33.0,1.8,0.0,0.0,3,0,31,0,5,18,14.0,73.0,96.0,16.0,0.08,0,0
17634,Tomás Rincón,ve VEN,MF,Torino,it Serie A,33.0,1.8,0.0,0.0,3,0,31,0,5,18,14.0,73.0,96.0,16.0,0.08,0,0
17635,Tomás Rincón,ve VEN,MF,Torino,it Serie A,33.0,1.8,0.0,0.0,3,0,31,0,5,18,14.0,73.0,96.0,16.0,0.0,0,0
17636,Tomás Rincón,ve VEN,MF,Torino,it Serie A,33.0,1.8,0.0,0.0,3,0,31,0,5,18,14.0,73.0,96.0,16.0,0.0,0,0
17637,Tomás Rincón,ve VEN,MF,Torino,it Serie A,33.0,1.8,0.0,0.0,3,0,31,0,5,18,14.0,73.0,20.0,3.0,0.08,0,0
17638,Tomás Rincón,ve VEN,MF,Torino,it Serie A,33.0,1.8,0.0,0.0,3,0,31,0,5,18,14.0,73.0,20.0,3.0,0.08,0,0
17639,Tomás Rincón,ve VEN,MF,Torino,it Serie A,33.0,1.8,0.0,0.0,3,0,31,0,5,18,14.0,73.0,20.0,3.0,0.0,0,0
