,player,nation,pos,club,league,age,full_90,drib_goal,foul_goal,y_card,r_card,fouls_d,offside,crosses,intercept,air_won,pass_comp,touch_3rd,succ_drib,sot/90,assists,np_goals
4876,Thomas Delaney,dk DEN,MF,Dortmund,de Bundesliga,29.0,0.2,0.0,0.0,4,1,21,1,14,13,55.0,619.0,1.0,0.0,0.23,1,2
4877,Thomas Delaney,dk DEN,MF,Dortmund,de Bundesliga,29.0,0.2,0.0,0.0,4,1,21,1,14,13,55.0,619.0,154.0,6.0,0.0,0,0
4878,Thomas Delaney,dk DEN,MF,Dortmund,de Bundesliga,29.0,0.2,0.0,0.0,4,1,21,1,14,13,55.0,619.0,154.0,6.0,0.0,1,2
4879,Thomas Delaney,dk DEN,MF,Dortmund,de Bundesliga,29.0,0.2,0.0,0.0,4,1,21,1,14,13,55.0,619.0,154.0,6.0,0.23,0,0
4880,Thomas Delaney,dk DEN,MF,Dortmund,de Bundesliga,29.0,0.2,0.0,0.0,4,1,21,1,14,13,55.0,619.0,154.0,6.0,0.23,1,2
4881,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,0,0,0,0,0,0,0.0,8.0,1.0,0.0,0.0,0,0
4882,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,0,0,0,0,0,0,0.0,8.0,1.0,0.0,0.0,1,2
4883,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,0,0,0,0,0,0,0.0,8.0,1.0,0.0,0.23,0,0
4884,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,0,0,0,0,0,0,0.0,8.0,1.0,0.0,0.23,1,2
4885,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,0,0,0,0,0,0,0.0,8.0,154.0,6.0,0.0,0,0
4886,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,0,0,0,0,0,0,0.0,8.0,154.0,6.0,0.0,1,2
4887,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,0,0,0,0,0,0,0.0,8.0,154.0,6.0,0.23,0,0
4888,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,0,0,0,0,0,0,0.0,8.0,154.0,6.0,0.23,1,2
4889,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,0,0,0,0,0,0,0.0,8.0,1.0,0.0,0.0,0,0
4890,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,0,0,0,0,0,0,0.0,8.0,1.0,0.0,0.0,1,2
4891,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,0,0,0,0,0,0,0.0,8.0,1.0,0.0,0.23,0,0
4892,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,0,0,0,0,0,0,0.0,8.0,1.0,0.0,0.23,1,2
4893,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,0,0,0,0,0,0,0.0,8.0,154.0,6.0,0.0,0,0
4894,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,0,0,0,0,0,0,0.0,8.0,154.0,6.0,0.0,1,2
4895,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,0,0,0,0,0,0,0.0,8.0,154.0,6.0,0.23,0,0
4896,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,0,0,0,0,0,0,0.0,8.0,154.0,6.0,0.23,1,2
4897,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,0,0,0,0,0,0,0.0,619.0,1.0,0.0,0.0,0,0
4898,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,0,0,0,0,0,0,0.0,619.0,1.0,0.0,0.0,1,2
4899,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,0,0,0,0,0,0,0.0,619.0,1.0,0.0,0.23,0,0
4900,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,0,0,0,0,0,0,0.0,619.0,1.0,0.0,0.23,1,2
4901,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,0,0,0,0,0,0,0.0,619.0,154.0,6.0,0.0,0,0
4902,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,0,0,0,0,0,0,0.0,619.0,154.0,6.0,0.0,1,2
4903,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,0,0,0,0,0,0,0.0,619.0,154.0,6.0,0.23,0,0
4904,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,0,0,0,0,0,0,0.0,619.0,154.0,6.0,0.23,1,2
4905,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,0,0,0,0,0,0,0.0,619.0,1.0,0.0,0.0,0,0
4906,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,0,0,0,0,0,0,0.0,619.0,1.0,0.0,0.0,1,2
4907,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,0,0,0,0,0,0,0.0,619.0,1.0,0.0,0.23,0,0
4908,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,0,0,0,0,0,0,0.0,619.0,1.0,0.0,0.23,1,2
4909,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,0,0,0,0,0,0,0.0,619.0,154.0,6.0,0.0,0,0
4910,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,0,0,0,0,0,0,0.0,619.0,154.0,6.0,0.0,1,2
4911,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,0,0,0,0,0,0,0.0,619.0,154.0,6.0,0.23,0,0
4912,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,0,0,0,0,0,0,0.0,619.0,154.0,6.0,0.23,1,2
4913,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,4,1,21,1,14,13,55.0,8.0,1.0,0.0,0.0,0,0
4914,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,4,1,21,1,14,13,55.0,8.0,1.0,0.0,0.0,1,2
4915,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,4,1,21,1,14,13,55.0,8.0,1.0,0.0,0.23,0,0
4916,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,4,1,21,1,14,13,55.0,8.0,1.0,0.0,0.23,1,2
4917,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,4,1,21,1,14,13,55.0,8.0,154.0,6.0,0.0,0,0
4918,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,4,1,21,1,14,13,55.0,8.0,154.0,6.0,0.0,1,2
4919,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,4,1,21,1,14,13,55.0,8.0,154.0,6.0,0.23,0,0
4920,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,4,1,21,1,14,13,55.0,8.0,154.0,6.0,0.23,1,2
4921,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,4,1,21,1,14,13,55.0,8.0,1.0,0.0,0.0,0,0
4922,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,4,1,21,1,14,13,55.0,8.0,1.0,0.0,0.0,1,2
4923,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,4,1,21,1,14,13,55.0,8.0,1.0,0.0,0.23,0,0
4924,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,4,1,21,1,14,13,55.0,8.0,1.0,0.0,0.23,1,2
4925,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,4,1,21,1,14,13,55.0,8.0,154.0,6.0,0.0,0,0
4926,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,4,1,21,1,14,13,55.0,8.0,154.0,6.0,0.0,1,2
4927,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,4,1,21,1,14,13,55.0,8.0,154.0,6.0,0.23,0,0
4928,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,4,1,21,1,14,13,55.0,8.0,154.0,6.0,0.23,1,2
4929,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,4,1,21,1,14,13,55.0,619.0,1.0,0.0,0.0,0,0
4930,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,4,1,21,1,14,13,55.0,619.0,1.0,0.0,0.0,1,2
4931,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,4,1,21,1,14,13,55.0,619.0,1.0,0.0,0.23,0,0
4932,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,4,1,21,1,14,13,55.0,619.0,1.0,0.0,0.23,1,2
4933,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,4,1,21,1,14,13,55.0,619.0,154.0,6.0,0.0,0,0
4934,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,4,1,21,1,14,13,55.0,619.0,154.0,6.0,0.0,1,2
4935,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,4,1,21,1,14,13,55.0,619.0,154.0,6.0,0.23,0,0
4936,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,4,1,21,1,14,13,55.0,619.0,154.0,6.0,0.23,1,2
4937,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,4,1,21,1,14,13,55.0,619.0,1.0,0.0,0.0,0,0
4938,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,4,1,21,1,14,13,55.0,619.0,1.0,0.0,0.0,1,2
4939,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,4,1,21,1,14,13,55.0,619.0,1.0,0.0,0.23,0,0
4940,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,4,1,21,1,14,13,55.0,619.0,1.0,0.0,0.23,1,2
4941,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,4,1,21,1,14,13,55.0,619.0,154.0,6.0,0.0,0,0
4942,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,4,1,21,1,14,13,55.0,619.0,154.0,6.0,0.0,1,2
4943,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,4,1,21,1,14,13,55.0,619.0,154.0,6.0,0.23,0,0
4944,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29.0,17.2,0.0,0.0,4,1,21,1,14,13,55.0,619.0,154.0,6.0,0.23,1,2
4945,Liam Delap,eng ENG,FW,Manchester City,eng Premier League,18.0,0.1,0.0,0.0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0,0
4946,Sacha Delaye,fr FRA,MF,Montpellier,fr Ligue 1,19.0,2.9,1.0,0.0,0,0,1,0,3,1,1.0,62.0,41.0,3.0,0.0,1,0
4947,Filippo Delli Carri,it ITA,DF,Salernitana,it Serie A,22.0,3.7,0.0,0.0,1,0,2,0,3,4,4.0,86.0,26.0,1.0,0.54,0,0
4948,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,3,0,43,16,51,9,94.0,402.0,551.0,18.0,1.36,2,13
4949,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,3,0,43,16,51,9,94.0,402.0,551.0,18.0,1.36,1,2
4950,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,3,0,43,16,51,9,94.0,402.0,551.0,18.0,1.67,2,13
4951,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,3,0,43,16,51,9,94.0,402.0,551.0,18.0,1.67,1,2
4952,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,3,0,43,16,51,9,94.0,402.0,67.0,1.0,1.36,2,13
4953,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,3,0,43,16,51,9,94.0,402.0,67.0,1.0,1.36,1,2
4954,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,3,0,43,16,51,9,94.0,402.0,67.0,1.0,1.67,2,13
4955,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,3,0,43,16,51,9,94.0,402.0,67.0,1.0,1.67,1,2
4956,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,3,0,43,16,51,9,94.0,402.0,551.0,18.0,1.36,2,13
4957,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,3,0,43,16,51,9,94.0,402.0,551.0,18.0,1.36,1,2
4958,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,3,0,43,16,51,9,94.0,402.0,551.0,18.0,1.67,2,13
4959,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,3,0,43,16,51,9,94.0,402.0,551.0,18.0,1.67,1,2
4960,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,3,0,43,16,51,9,94.0,402.0,67.0,1.0,1.36,2,13
4961,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,3,0,43,16,51,9,94.0,402.0,67.0,1.0,1.36,1,2
4962,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,3,0,43,16,51,9,94.0,402.0,67.0,1.0,1.67,2,13
4963,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,3,0,43,16,51,9,94.0,402.0,67.0,1.0,1.67,1,2
4964,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,3,0,43,16,51,9,94.0,54.0,551.0,18.0,1.36,2,13
4965,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,3,0,43,16,51,9,94.0,54.0,551.0,18.0,1.36,1,2
4966,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,3,0,43,16,51,9,94.0,54.0,551.0,18.0,1.67,2,13
4967,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,3,0,43,16,51,9,94.0,54.0,551.0,18.0,1.67,1,2
4968,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,3,0,43,16,51,9,94.0,54.0,67.0,1.0,1.36,2,13
4969,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,3,0,43,16,51,9,94.0,54.0,67.0,1.0,1.36,1,2
4970,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,3,0,43,16,51,9,94.0,54.0,67.0,1.0,1.67,2,13
4971,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,3,0,43,16,51,9,94.0,54.0,67.0,1.0,1.67,1,2
4972,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,3,0,43,16,51,9,94.0,54.0,551.0,18.0,1.36,2,13
4973,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,3,0,43,16,51,9,94.0,54.0,551.0,18.0,1.36,1,2
4974,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,3,0,43,16,51,9,94.0,54.0,551.0,18.0,1.67,2,13
4975,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,3,0,43,16,51,9,94.0,54.0,551.0,18.0,1.67,1,2
4976,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,3,0,43,16,51,9,94.0,54.0,67.0,1.0,1.36,2,13
4977,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,3,0,43,16,51,9,94.0,54.0,67.0,1.0,1.36,1,2
4978,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,3,0,43,16,51,9,94.0,54.0,67.0,1.0,1.67,2,13
4979,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,3,0,43,16,51,9,94.0,54.0,67.0,1.0,1.67,1,2
4980,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,0,0,3,0,14,0,11.0,402.0,551.0,18.0,1.36,2,13
4981,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,0,0,3,0,14,0,11.0,402.0,551.0,18.0,1.36,1,2
4982,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,0,0,3,0,14,0,11.0,402.0,551.0,18.0,1.67,2,13
4983,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,0,0,3,0,14,0,11.0,402.0,551.0,18.0,1.67,1,2
4984,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,0,0,3,0,14,0,11.0,402.0,67.0,1.0,1.36,2,13
4985,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,0,0,3,0,14,0,11.0,402.0,67.0,1.0,1.36,1,2
4986,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,0,0,3,0,14,0,11.0,402.0,67.0,1.0,1.67,2,13
4987,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,0,0,3,0,14,0,11.0,402.0,67.0,1.0,1.67,1,2
4988,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,0,0,3,0,14,0,11.0,402.0,551.0,18.0,1.36,2,13
4989,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,0,0,3,0,14,0,11.0,402.0,551.0,18.0,1.36,1,2
4990,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,0,0,3,0,14,0,11.0,402.0,551.0,18.0,1.67,2,13
4991,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,0,0,3,0,14,0,11.0,402.0,551.0,18.0,1.67,1,2
4992,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,0,0,3,0,14,0,11.0,402.0,67.0,1.0,1.36,2,13
4993,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,0,0,3,0,14,0,11.0,402.0,67.0,1.0,1.36,1,2
4994,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,0,0,3,0,14,0,11.0,402.0,67.0,1.0,1.67,2,13
4995,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,0,0,3,0,14,0,11.0,402.0,67.0,1.0,1.67,1,2
4996,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,0,0,3,0,14,0,11.0,54.0,551.0,18.0,1.36,2,13
4997,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,0,0,3,0,14,0,11.0,54.0,551.0,18.0,1.36,1,2
4998,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,0,0,3,0,14,0,11.0,54.0,551.0,18.0,1.67,2,13
4999,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,0,0,3,0,14,0,11.0,54.0,551.0,18.0,1.67,1,2
5000,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,0,0,3,0,14,0,11.0,54.0,67.0,1.0,1.36,2,13
5001,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,0,0,3,0,14,0,11.0,54.0,67.0,1.0,1.36,1,2
5002,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,0,0,3,0,14,0,11.0,54.0,67.0,1.0,1.67,2,13
5003,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,0,0,3,0,14,0,11.0,54.0,67.0,1.0,1.67,1,2
5004,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,0,0,3,0,14,0,11.0,54.0,551.0,18.0,1.36,2,13
5005,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,0,0,3,0,14,0,11.0,54.0,551.0,18.0,1.36,1,2
5006,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,0,0,3,0,14,0,11.0,54.0,551.0,18.0,1.67,2,13
5007,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,0,0,3,0,14,0,11.0,54.0,551.0,18.0,1.67,1,2
5008,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,0,0,3,0,14,0,11.0,54.0,67.0,1.0,1.36,2,13
5009,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,0,0,3,0,14,0,11.0,54.0,67.0,1.0,1.36,1,2
5010,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,0,0,3,0,14,0,11.0,54.0,67.0,1.0,1.67,2,13
5011,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29.0,27.2,0.0,2.0,0,0,3,0,14,0,11.0,54.0,67.0,1.0,1.67,1,2
5012,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,3,0,43,16,51,9,94.0,402.0,551.0,18.0,1.36,2,13
5013,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,3,0,43,16,51,9,94.0,402.0,551.0,18.0,1.36,1,2
5014,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,3,0,43,16,51,9,94.0,402.0,551.0,18.0,1.67,2,13
5015,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,3,0,43,16,51,9,94.0,402.0,551.0,18.0,1.67,1,2
5016,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,3,0,43,16,51,9,94.0,402.0,67.0,1.0,1.36,2,13
5017,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,3,0,43,16,51,9,94.0,402.0,67.0,1.0,1.36,1,2
5018,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,3,0,43,16,51,9,94.0,402.0,67.0,1.0,1.67,2,13
5019,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,3,0,43,16,51,9,94.0,402.0,67.0,1.0,1.67,1,2
5020,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,3,0,43,16,51,9,94.0,402.0,551.0,18.0,1.36,2,13
5021,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,3,0,43,16,51,9,94.0,402.0,551.0,18.0,1.36,1,2
5022,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,3,0,43,16,51,9,94.0,402.0,551.0,18.0,1.67,2,13
5023,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,3,0,43,16,51,9,94.0,402.0,551.0,18.0,1.67,1,2
5024,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,3,0,43,16,51,9,94.0,402.0,67.0,1.0,1.36,2,13
5025,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,3,0,43,16,51,9,94.0,402.0,67.0,1.0,1.36,1,2
5026,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,3,0,43,16,51,9,94.0,402.0,67.0,1.0,1.67,2,13
5027,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,3,0,43,16,51,9,94.0,402.0,67.0,1.0,1.67,1,2
5028,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,3,0,43,16,51,9,94.0,54.0,551.0,18.0,1.36,2,13
5029,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,3,0,43,16,51,9,94.0,54.0,551.0,18.0,1.36,1,2
5030,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,3,0,43,16,51,9,94.0,54.0,551.0,18.0,1.67,2,13
5031,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,3,0,43,16,51,9,94.0,54.0,551.0,18.0,1.67,1,2
5032,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,3,0,43,16,51,9,94.0,54.0,67.0,1.0,1.36,2,13
5033,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,3,0,43,16,51,9,94.0,54.0,67.0,1.0,1.36,1,2
5034,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,3,0,43,16,51,9,94.0,54.0,67.0,1.0,1.67,2,13
5035,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,3,0,43,16,51,9,94.0,54.0,67.0,1.0,1.67,1,2
5036,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,3,0,43,16,51,9,94.0,54.0,551.0,18.0,1.36,2,13
5037,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,3,0,43,16,51,9,94.0,54.0,551.0,18.0,1.36,1,2
5038,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,3,0,43,16,51,9,94.0,54.0,551.0,18.0,1.67,2,13
