,Player,SCA,PassLive,PassDead,Drib,Sh_x,Fld_x,Def,GCA,CrdY_x,CrdR_x,2CrdY,Fls,Off_x,Crs_x,Int,TklW,Recov,Won,Dead,Str,TotDist,Ast_x,CrsPA,Touches,Succ,Att,Dis,SoT,Dist,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,G-PK,G+A-PK,Matches
2287,Roman Bürki,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,6.0,0.0,3.0,0.0,262.0,0,0.0,24.0,0.0,0.0,0.0,0,,ch SUI,GK,Dortmund,de Bundesliga,30.0,1,1,90,1.0,0,0.0,Matches
2415,Dan Burn,10.0,6.0,0.0,0.0,1.0,0.0,3.0,0.0,4,0,0,15,0,1,24,12,56.0,32.0,14.0,0.0,10143.0,0,0.0,791.0,0.0,3.0,1.0,3,8.4,eng ENG,DF,Brighton,eng Premier League,29.0,13,12,1022,11.4,1,0.09,Matches
2416,Maxime Busi,31.0,28.0,1.0,0.0,0.0,1.0,1.0,0.0,3,0,0,19,0,30,17,15,77.0,11.0,137.0,0.0,9362.0,0,4.0,850.0,15.0,24.0,9.0,2,13.6,be BEL,DF,Reims,fr Ligue 1,21.0,18,13,1296,14.4,1,0.07,Matches
2417,Gianluca Busio,37.0,24.0,8.0,0.0,1.0,3.0,1.0,3.0,8,0,0,31,0,38,21,28,99.0,31.0,50.0,0.0,13150.0,1,2.0,1126.0,11.0,21.0,15.0,5,20.3,us USA,MF,Venezia,it Serie A,19.0,29,23,1950,21.7,1,0.09,Matches
2418,Oriol Busquets,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,1,1,3,11.0,1.0,4.0,0.0,1860.0,0,0.0,143.0,2.0,3.0,3.0,0,23.9,es ESP,MF,Clermont Foot,fr Ligue 1,22.0,9,2,201,2.2,0,0.0,Matches
2419,Sergio Busquets,91.0,83.0,0.0,0.0,0.0,4.0,4.0,3.0,12,0,0,53,2,3,45,49,281.0,57.0,99.0,0.0,42404.0,0,1.0,3077.0,21.0,26.0,15.0,4,21.3,es ESP,MF,Barcelona,es La Liga,33.0,36,36,3198,35.5,2,0.06,Matches
2420,Jack Butland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,4.0,1.0,94.0,0.0,4835.0,0,0.0,295.0,0.0,0.0,0.0,0,,eng ENG,GK,Crystal Palace,eng Premier League,28.0,9,8,765,8.5,0,0.0,Matches
2421,Adrián Butzke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0,,es ESP,FW,Granada,es La Liga,22.0,1,0,1,0.0,0,0.0,Matches
2422,Jamie Bynoe-Gittens,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,2,0,0,1,2,5.0,2.0,2.0,0.0,409.0,0,0.0,72.0,13.0,21.0,5.0,1,13.4,eng ENG,MF,Dortmund,de Bundesliga,16.0,4,1,134,1.5,0,0.0,Matches
2423,Sam Byram,12.0,6.0,1.0,1.0,2.0,1.0,1.0,3.0,3,0,0,12,0,9,22,15,57.0,28.0,73.0,0.0,5981.0,0,0.0,663.0,3.0,8.0,4.0,1,10.1,eng ENG,DF,Norwich City,eng Premier League,27.0,15,11,1027,11.4,0,0.0,Matches
2424,Erick Cabaco,5.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,4,1,1,7,0,1,4,1,14.0,8.0,8.0,0.0,2469.0,1,0.0,201.0,0.0,0.0,0.0,0,11.1,uy URU,DF,Getafe,es La Liga,26.0,10,5,403,4.5,0,0.22,Matches
2425,Willy Caballero,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,4.0,0.0,19.0,0.0,1320.0,0,0.0,69.0,0.0,0.0,0.0,0,,ar ARG,GK,Southampton,eng Premier League,39.0,2,2,180,2.0,0,0.0,Matches
2426,Rémy Cabella,16.0,14.0,0.0,0.0,0.0,2.0,0.0,1.0,0,0,0,3,0,8,5,7,20.0,0.0,7.0,0.0,2612.0,0,0.0,251.0,7.0,11.0,9.0,0,10.3,fr FRA,MF,Montpellier,fr Ligue 1,31.0,5,3,313,3.5,0,0.0,Matches
2427,Jimmy Cabot,39.0,28.0,4.0,1.0,1.0,1.0,4.0,4.0,4,0,0,32,1,69,32,44,180.0,11.0,229.0,0.0,18917.0,5,10.0,1674.0,45.0,107.0,21.0,3,22.4,fr FRA,DF,Angers,fr Ligue 1,27.0,24,24,2008,22.3,0,0.22,Matches
2428,Jovane Cabral,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5,0,2,1,1,6.0,1.0,1.0,0.0,438.0,0,0.0,63.0,2.0,4.0,5.0,1,14.0,cv CPV,FW,Lazio,it Serie A,23.0,3,2,190,2.1,1,0.47,Matches
2429,Leandro Cabrera,29.0,21.0,2.0,0.0,3.0,0.0,3.0,4.0,7,0,0,32,2,13,44,24,147.0,82.0,204.0,0.0,30092.0,0,0.0,2320.0,1.0,5.0,3.0,6,11.7,uy URU,DF,Espanyol,es La Liga,30.0,37,37,3330,37.0,2,0.05,Matches
2430,Liberato Cacace,5.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1,0,0,9,0,11,8,6,29.0,2.0,45.0,0.0,3202.0,0,0.0,292.0,6.0,17.0,3.0,0,15.9,nz NZL,DF,Empoli,it Serie A,20.0,10,5,466,5.2,0,0.0,Matches
2558,Martín Cáceres,15.0,12.0,0.0,0.0,2.0,0.0,1.0,1.0,3,1,0,7,0,12,14,7,55.0,5.0,74.0,0.0,6204.0,1,0.0,538.0,1.0,1.0,2.0,1,19.5,uy URU,DF,Cagliari,it Serie A,34.0,14,9,832,9.2,1,0.22,Matches
2559,Anthony Caci,56.0,46.0,3.0,2.0,0.0,3.0,2.0,5.0,4,0,0,35,2,97,33,34,161.0,38.0,223.0,0.0,23631.0,3,18.0,1876.0,23.0,41.0,17.0,4,18.1,fr FRA,DF,Strasbourg,fr Ligue 1,24.0,37,26,2395,26.6,1,0.15,Matches
2560,Mathieu Cafaro,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,6,0,19,3,2,9.0,3.0,16.0,0.0,792.0,0,2.0,113.0,0.0,3.0,1.0,2,22.5,fr FRA,MFFW,Reims,fr Ligue 1,24.0,4,3,192,2.1,0,0.0,Matches
2561,Yannick Cahuzac,4.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,0,6,1,2,9,2,27.0,6.0,8.0,0.0,3284.0,0,0.0,300.0,1.0,2.0,1.0,0,17.0,fr FRA,MF,Lens,fr Ligue 1,36.0,17,6,618,6.9,0,0.0,Matches
2689,Felipe Caicedo,9.0,6.0,0.0,0.0,1.0,2.0,0.0,3.0,1,0,0,6,4,0,0,3,10.0,15.0,4.0,0.0,576.0,2,0.0,113.0,1.0,5.0,0.0,3,14.0,ec ECU,FW,Genoa,it Serie A,32.0,9,1,284,3.2,1,0.95,Matches
2690,Moisés Caicedo,13.0,10.0,0.0,1.0,1.0,0.0,1.0,3.0,2,0,0,7,1,0,10,10,56.0,9.0,0.0,0.0,3117.0,1,0.0,356.0,7.0,10.0,10.0,4,18.4,ec ECU,MF,Brighton,eng Premier League,19.0,8,8,660,7.3,1,0.27,Matches
2691,Marc-Aurèle Caillard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,2,0,7.0,2.0,220.0,0.0,9691.0,0,0.0,511.0,0.0,0.0,0.0,0,,fr FRA,GK,Metz,fr Ligue 1,27.0,19,17,1542,17.1,0,0.0,Matches
2692,Jens Cajuste,7.0,3.0,0.0,3.0,1.0,0.0,0.0,1.0,0,0,0,5,0,1,5,6,16.0,3.0,2.0,0.0,1141.0,0,0.0,166.0,9.0,18.0,6.0,6,16.9,se SWE,MFFW,Reims,fr Ligue 1,21.0,8,4,364,4.0,1,0.25,Matches
2693,Cala,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,8,1,1,11,1,0,12,4,44.0,15.0,17.0,0.0,5017.0,0,0.0,399.0,1.0,1.0,3.0,0,9.2,es ESP,DF,Cádiz,es La Liga,31.0,14,10,947,10.5,0,0.0,Matches
2694,Davide Calabria,47.0,32.0,4.0,3.0,6.0,2.0,0.0,6.0,2,0,0,15,1,53,23,37,140.0,10.0,207.0,0.0,16848.0,2,13.0,1501.0,10.0,20.0,6.0,8,20.6,it ITA,DF,Milan,it Serie A,24.0,26,24,2119,23.5,2,0.17,Matches
2822,Riccardo Calafiori,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,3,0,0,2,0,2.0,1.0,5.0,0.0,204.0,0,0.0,37.0,0.0,1.0,0.0,0,12.9,it ITA,DF,Genoa,it Serie A,19.0,3,1,82,0.9,0,0.0,Matches
2823,Mattia Caldara,22.0,9.0,1.0,0.0,5.0,4.0,3.0,3.0,9,0,0,28,3,2,62,28,170.0,49.0,53.0,0.0,18979.0,0,0.0,1533.0,3.0,7.0,4.0,7,14.5,it ITA,DF,Venezia,it Serie A,27.0,31,30,2704,30.0,1,0.03,Matches
2824,Calderón,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,4,0,0,6.0,0.0,3.0,0.0,665.0,0,1.0,51.0,0.0,0.0,0.0,0,,es ESP,DF,Betis,es La Liga,21.0,1,0,65,0.7,0,0.0,Matches
2825,Fernando Calero,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,0,10,0,0,16,10,46.0,21.0,45.0,0.0,9557.0,0,0.0,754.0,4.0,5.0,1.0,0,15.3,es ESP,DF,Espanyol,es La Liga,25.0,16,13,1090,12.1,0,0.0,Matches
2826,Duje Ćaleta-Car,12.0,9.0,1.0,0.0,0.0,1.0,1.0,2.0,6,0,0,11,1,1,24,8,99.0,35.0,40.0,0.0,32452.0,0,0.0,1965.0,1.0,1.0,1.0,4,10.6,hr CRO,DF,Marseille,fr Ligue 1,24.0,26,24,2057,22.9,2,0.09,Matches
2827,Hakan Çalhanoğlu,169.0,97.0,53.0,2.0,11.0,4.0,2.0,19.0,11,0,0,36,0,196,25,23,187.0,10.0,209.0,2.0,27656.0,12,16.0,2074.0,13.0,28.0,19.0,15,24.3,tr TUR,MF,Inter,it Serie A,27.0,34,33,2480,27.6,4,0.58,Matches
2828,Daniel Caligiuri,64.0,29.0,20.0,4.0,2.0,4.0,5.0,8.0,4,0,0,32,0,109,18,30,173.0,30.0,253.0,1.0,10766.0,2,2.0,1226.0,40.0,64.0,37.0,10,24.2,it ITA,DFMF,Augsburg,de Bundesliga,33.0,28,24,2004,22.3,1,0.13,Matches
2829,José Callejón,47.0,32.0,10.0,1.0,3.0,1.0,0.0,4.0,0,0,0,3,3,62,3,6,72.0,8.0,38.0,0.0,7873.0,2,6.0,694.0,7.0,13.0,13.0,5,14.8,es ESP,FW,Fiorentina,it Serie A,34.0,30,16,1298,14.4,1,0.21,Matches
2830,Lucas Calodat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,27.0,0,0.0,2.0,0.0,0.0,0.0,0,,fr FRA,DF,Saint-Étienne,fr Ligue 1,19.0,1,0,4,0.0,0,0.0,Matches
2831,Dominic Calvert-Lewin,30.0,22.0,0.0,2.0,1.0,4.0,1.0,4.0,2,0,0,17,4,2,3,8,34.0,94.0,3.0,0.0,1807.0,2,0.0,445.0,2.0,11.0,13.0,11,13.8,eng ENG,FW,Everton,eng Premier League,24.0,17,15,1283,14.3,3,0.35,Matches
2832,Mahdi Camara,79.0,54.0,6.0,5.0,1.0,10.0,3.0,6.0,8,0,0,45,1,33,58,57,177.0,30.0,102.0,0.0,18255.0,0,3.0,1896.0,35.0,56.0,33.0,15,18.7,fr FRA,MFDF,Saint-Étienne,fr Ligue 1,23.0,35,34,3073,34.1,3,0.09,Matches
2833,Mamadou Camara,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,0,1,1.0,2.0,1.0,0.0,153.0,0,0.0,16.0,0.0,0.0,1.0,1,12.6,fr FRA,FW,Troyes,fr Ligue 1,20.0,3,0,40,0.4,0,0.0,Matches
2834,Víctor Camarasa,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,0,2,1,6.0,2.0,0.0,0.0,701.0,0,0.0,68.0,0.0,1.0,0.0,0,33.0,es ESP,MFFW,Betis,es La Liga,27.0,7,0,108,1.2,0,0.0,Matches
2962,Eduardo Camavinga,34.0,28.0,0.0,0.0,0.0,2.0,4.0,2.0,8,0,0,35,1,3,17,35,85.0,28.0,17.0,0.0,13399.0,1,1.0,1012.0,22.0,32.0,10.0,5,24.2,fr FRA,MF,Real Madrid,es La Liga,18.0,26,13,1236,13.7,2,0.22,Matches
2963,Andrea Cambiaso,36.0,28.0,3.0,2.0,0.0,3.0,0.0,5.0,5,1,1,22,1,66,23,20,144.0,7.0,160.0,0.0,10185.0,4,5.0,1110.0,27.0,54.0,22.0,5,21.1,it ITA,DF,Genoa,it Serie A,21.0,26,21,1790,19.9,1,0.25,Matches
2964,José Campaña,42.0,28.0,9.0,0.0,4.0,0.0,1.0,3.0,6,1,0,17,1,56,21,16,109.0,17.0,87.0,1.0,11816.0,2,1.0,1017.0,21.0,35.0,10.0,5,21.4,es ESP,MF,Levante,es La Liga,28.0,20,16,1422,15.8,2,0.25,Matches
2965,Chem Campbell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,0.0,90.0,0,0.0,11.0,0.0,0.0,0.0,0,,wls WAL,MF,Wolves,eng Premier League,18.0,1,0,13,0.1,0,0.0,Matches
2966,Emre Can,16.0,13.0,0.0,1.0,0.0,1.0,1.0,1.0,5,0,0,32,1,7,36,22,166.0,31.0,65.0,0.0,22156.0,1,0.0,1634.0,18.0,27.0,9.0,2,30.6,de GER,DFMF,Dortmund,de Bundesliga,27.0,24,19,1690,18.8,1,0.11,Matches
2967,Sergio Canales,132.0,114.0,7.0,5.0,5.0,1.0,0.0,12.0,6,0,0,19,11,67,10,14,179.0,11.0,73.0,0.0,25591.0,8,5.0,2094.0,29.0,57.0,41.0,24,21.0,es ESP,MF,Betis,es La Liga,30.0,34,33,2791,31.0,5,0.42,Matches
2968,Matteo Cancellieri,7.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0,9,1,8,1,4,13.0,4.0,8.0,0.0,645.0,0,0.0,98.0,6.0,12.0,2.0,1,20.4,it ITA,MFDF,Hellas Verona,it Serie A,19.0,12,1,227,2.5,1,0.4,Matches
2969,João Cancelo,125.0,96.0,1.0,8.0,16.0,2.0,2.0,18.0,7,0,0,34,2,124,59,54,217.0,57.0,338.0,0.0,44538.0,7,12.0,3726.0,56.0,106.0,24.0,23,22.0,pt POR,DF,Manchester City,eng Premier League,27.0,36,36,3227,35.9,1,0.22,Matches
2970,Fali Candé,17.0,9.0,6.0,0.0,1.0,0.0,1.0,3.0,2,0,0,11,0,45,6,18,60.0,18.0,117.0,0.0,5944.0,2,3.0,608.0,7.0,22.0,9.0,2,27.0,gw GNB,DF,Metz,fr Ligue 1,23.0,11,11,973,10.8,0,0.18,Matches
2971,Antonio Candreva,140.0,84.0,37.0,7.0,7.0,5.0,0.0,16.0,6,1,0,19,14,343,33,16,193.0,2.0,254.0,0.0,23792.0,10,31.0,2232.0,21.0,51.0,35.0,19,21.9,it ITA,MF,Sampdoria,it Serie A,34.0,36,36,3119,34.7,6,0.46,Matches
2972,Sergi Canós,38.0,29.0,3.0,3.0,2.0,0.0,1.0,5.0,8,1,1,28,5,87,22,25,183.0,9.0,46.0,0.0,7092.0,2,9.0,1065.0,23.0,50.0,25.0,12,16.3,es ESP,DFFW,Brentford,eng Premier League,24.0,31,25,2083,23.1,3,0.22,Matches
2973,Álex Cantero,18.0,14.0,0.0,1.0,3.0,0.0,0.0,4.0,1,0,0,13,0,6,1,4,17.0,3.0,8.0,0.0,1347.0,1,2.0,192.0,8.0,15.0,8.0,5,15.2,es ESP,FWMF,Levante,es La Liga,21.0,25,4,610,6.8,0,0.15,Matches
2974,Todd Cantwell,10.0,8.0,0.0,0.0,0.0,1.0,1.0,1.0,2,0,0,4,2,3,3,13,22.0,3.0,9.0,0.0,1766.0,0,0.0,204.0,5.0,10.0,8.0,0,28.5,eng ENG,FWMF,Norwich City,eng Premier League,23.0,8,5,441,4.9,0,0.0,Matches
2975,Ander Capa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,19.0,0,0.0,3.0,0.0,0.0,0.0,0,22.8,es ESP,DF,Athletic Club,es La Liga,29.0,1,0,4,0.0,0,0.0,Matches
2976,Pierrick Capelle,32.0,17.0,6.0,3.0,5.0,1.0,0.0,5.0,1,0,0,22,0,17,16,24,98.0,19.0,60.0,0.0,7826.0,1,1.0,733.0,16.0,30.0,18.0,1,19.5,fr FRA,MFDF,Angers,fr Ligue 1,34.0,30,12,1193,13.3,0,0.08,Matches
2977,Leonardo Capezzi,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,0,0,0,1,8.0,1.0,3.0,0.0,548.0,0,0.0,75.0,2.0,2.0,5.0,0,,it ITA,MF,Salernitana,it Serie A,26.0,5,2,175,1.9,0,0.0,Matches
2978,Étienne Capoue,33.0,21.0,0.0,5.0,3.0,1.0,3.0,6.0,9,0,0,44,0,5,35,26,135.0,52.0,37.0,0.0,19190.0,1,1.0,1574.0,41.0,55.0,14.0,5,19.9,fr FRA,MF,Villarreal,es La Liga,33.0,30,26,2290,25.4,1,0.08,Matches
2979,Gianluca Caprari,141.0,92.0,19.0,9.0,9.0,9.0,3.0,20.0,4,0,0,42,14,108,4,25,164.0,8.0,116.0,0.0,13655.0,7,5.0,1652.0,65.0,119.0,54.0,26,18.8,it ITA,MFFW,Hellas Verona,it Serie A,28.0,35,33,2739,30.4,10,0.56,Matches
3107,Francesco Caputo,6.0,5.0,0.0,0.0,1.0,0.0,0.0,2.0,1,0,0,0,0,0,0,0,2.0,2.0,3.0,0.0,328.0,1,0.0,45.0,0.0,1.0,2.0,0,12.3,it ITA,FW,Sassuolo,it Serie A,33.0,2,2,156,1.7,0,0.58,Matches
3108,Maxence Caqueret,62.0,53.0,4.0,3.0,1.0,1.0,0.0,5.0,5,0,0,43,0,20,43,40,204.0,12.0,30.0,0.0,20304.0,0,1.0,1841.0,37.0,58.0,26.0,2,22.3,fr FRA,MF,Lyon,fr Ligue 1,21.0,31,26,2335,25.9,0,0.0,Matches
3109,Andrea Carboni,21.0,19.0,0.0,0.0,1.0,0.0,1.0,2.0,6,0,0,18,0,25,27,24,110.0,41.0,52.0,0.0,14516.0,0,4.0,1343.0,4.0,10.0,5.0,1,13.1,it ITA,DF,Cagliari,it Serie A,20.0,30,25,2215,24.6,0,0.0,Matches
3110,Isaac Carcelen,27.0,18.0,0.0,0.0,4.0,4.0,1.0,2.0,2,0,0,23,1,49,34,29,114.0,15.0,149.0,0.0,9096.0,1,4.0,943.0,11.0,24.0,14.0,4,26.8,es ESP,DFMF,Cádiz,es La Liga,28.0,25,17,1544,17.2,0,0.06,Matches
3111,Cárdenas,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,1,1,33.0,2.0,269.0,0.0,13104.0,0,0.0,800.0,0.0,0.0,0.0,0,,es ESP,GK,Levante,es La Liga,24.0,24,24,2160,24.0,0,0.0,Matches
3112,Irvin Cardona,27.0,18.0,3.0,1.0,1.0,4.0,0.0,4.0,2,0,0,16,10,21,5,7,55.0,13.0,27.0,0.0,2936.0,2,2.0,491.0,12.0,33.0,19.0,12,15.4,fr FRA,FWMF,Brest,fr Ligue 1,23.0,32,13,1334,14.8,4,0.4,Matches
3113,Igor Carioca,31.0,25.0,1.0,1.0,2.0,1.0,1.0,2.0,3,0,0,25,1,68,25,16,88.0,10.0,171.0,0.0,9338.0,0,7.0,927.0,13.0,25.0,11.0,6,22.7,br BRA,DF,Lorient,fr Ligue 1,24.0,28,17,1578,17.5,0,0.0,Matches
3114,Carlo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,69.0,0,0.0,5.0,0.0,0.0,0.0,0,,es ESP,MF,Villarreal,es La Liga,20.0,1,0,7,0.1,0,0.0,Matches
3115,Diego Carlos,19.0,16.0,0.0,0.0,2.0,0.0,1.0,2.0,4,1,1,33,1,3,24,24,190.0,80.0,57.0,0.0,41010.0,0,1.0,2488.0,2.0,4.0,2.0,10,14.6,br BRA,DF,Sevilla,es La Liga,28.0,34,34,2957,32.9,3,0.09,Matches
3116,Carmona,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1.0,0.0,5.0,0.0,148.0,0,0.0,15.0,1.0,1.0,0.0,0,,es ESP,DF,Sevilla,es La Liga,19.0,1,0,24,0.3,0,0.0,Matches
3117,Yannick Carrasco,122.0,61.0,26.0,25.0,6.0,3.0,1.0,10.0,5,0,0,30,13,133,19,19,159.0,8.0,204.0,0.0,12875.0,6,10.0,1551.0,88.0,136.0,52.0,9,18.2,be BEL,MFFW,Atlético Madrid,es La Liga,27.0,34,28,2583,28.7,4,0.35,Matches
3118,Guido Carrillo,22.0,14.0,0.0,0.0,3.0,3.0,2.0,1.0,3,0,0,33,6,1,1,4,38.0,80.0,21.0,0.0,2561.0,0,0.0,446.0,8.0,14.0,15.0,10,11.3,ar ARG,FW,Elche,es La Liga,30.0,29,11,1168,13.0,2,0.15,Matches
3119,Dani Carvajal,41.0,36.0,0.0,1.0,0.0,0.0,4.0,6.0,1,0,0,19,0,40,20,28,97.0,14.0,159.0,0.0,16957.0,3,8.0,1351.0,10.0,18.0,9.0,2,19.9,es ESP,DF,Real Madrid,es La Liga,29.0,24,17,1551,17.2,1,0.23,Matches
3120,William Carvalho,57.0,50.0,0.0,4.0,2.0,0.0,1.0,7.0,6,0,0,31,0,4,16,33,128.0,34.0,25.0,0.0,19636.0,3,0.0,1535.0,48.0,70.0,27.0,10,16.8,pt POR,MF,Betis,es La Liga,29.0,33,20,1805,20.1,2,0.25,Matches
3121,Nicolò Casale,33.0,32.0,1.0,0.0,0.0,0.0,0.0,5.0,10,0,0,43,0,15,49,30,197.0,69.0,80.0,0.0,16387.0,1,4.0,1485.0,9.0,19.0,8.0,0,12.9,it ITA,DF,Hellas Verona,it Serie A,23.0,36,30,2586,28.7,0,0.03,Matches
3122,Casemiro,68.0,57.0,0.0,1.0,2.0,2.0,6.0,10.0,11,0,0,54,4,17,38,51,230.0,101.0,53.0,0.0,30880.0,3,4.0,2350.0,19.0,27.0,14.0,9,25.1,br BRA,MF,Real Madrid,es La Liga,29.0,32,31,2569,28.5,1,0.14,Matches
3123,Matty Cash,65.0,45.0,7.0,6.0,2.0,5.0,0.0,6.0,8,0,0,38,2,98,49,50,190.0,42.0,336.0,0.0,18720.0,3,16.0,2073.0,33.0,59.0,31.0,13,17.9,pl POL,DF,Aston Villa,eng Premier League,23.0,38,38,3377,37.5,4,0.19,Matches
3124,Kiko Casilla,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,1,0,21.0,3.0,188.0,0.0,9565.0,0,0.0,516.0,0.0,0.0,0.0,0,,es ESP,GK,Elche,es La Liga,34.0,14,14,1260,14.0,0,0.0,Matches
3125,Moreto Cassamã,24.0,12.0,8.0,1.0,1.0,2.0,0.0,3.0,1,0,0,11,0,19,9,6,61.0,3.0,30.0,0.0,6813.0,0,0.0,533.0,10.0,23.0,9.0,7,26.8,gw GNB,MF,Reims,fr Ligue 1,23.0,17,11,801,8.9,2,0.22,Matches
3126,Francesco Cassata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,51.0,0,0.0,2.0,0.0,0.0,0.0,0,,it ITA,MF,Genoa,it Serie A,24.0,1,0,7,0.1,0,0.0,Matches
3127,Timothy Castagne,29.0,25.0,2.0,0.0,0.0,0.0,2.0,1.0,1,0,0,15,1,40,29,31,102.0,39.0,195.0,0.0,16391.0,0,8.0,1576.0,6.0,19.0,11.0,3,15.2,be BEL,DF,Leicester City,eng Premier League,25.0,27,22,2127,23.6,1,0.04,Matches
3128,Koen Casteels,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,41.0,9.0,260.0,0.0,24035.0,0,0.0,1144.0,2.0,2.0,0.0,0,,be BEL,GK,Wolfsburg,de Bundesliga,29.0,28,28,2520,28.0,0,0.0,Matches
3129,Jean-Charles Castelletto,16.0,11.0,0.0,0.0,3.0,1.0,1.0,1.0,8,0,0,42,1,8,30,24,151.0,56.0,61.0,0.0,19254.0,0,1.0,1433.0,7.0,8.0,5.0,4,10.8,cm CMR,DF,Nantes,fr Ligue 1,26.0,28,28,2510,27.9,1,0.04,Matches
3130,Samu Castillejo,10.0,6.0,0.0,0.0,2.0,2.0,0.0,3.0,1,0,0,2,0,8,2,2,5.0,2.0,4.0,0.0,847.0,0,3.0,86.0,0.0,2.0,3.0,0,14.4,es ESP,MF,Milan,it Serie A,26.0,5,1,125,1.4,0,0.0,Matches
3131,Gonzalo Castro,14.0,9.0,3.0,0.0,1.0,0.0,1.0,1.0,0,0,0,7,2,21,3,3,26.0,3.0,31.0,0.0,1813.0,1,1.0,213.0,2.0,5.0,2.0,2,20.9,de GER,MFFW,Arminia,de Bundesliga,34.0,12,4,436,4.8,1,0.41,Matches
3132,Jonny Castro,27.0,22.0,0.0,1.0,0.0,2.0,2.0,0.0,1,0,0,10,0,14,13,15,49.0,11.0,95.0,0.0,7860.0,0,4.0,723.0,14.0,25.0,20.0,5,18.9,es ESP,DF,Wolves,eng Premier League,27.0,13,10,1024,11.4,2,0.18,Matches
3133,Gaetano Castrovilli,50.0,36.0,6.0,2.0,1.0,4.0,1.0,5.0,4,0,0,21,1,40,11,17,85.0,8.0,37.0,0.0,6627.0,1,0.0,699.0,25.0,29.0,19.0,2,17.3,it ITA,MF,Fiorentina,it Serie A,24.0,23,16,1391,15.5,1,0.13,Matches
3134,Danilo Cataldi,41.0,25.0,14.0,0.0,0.0,0.0,2.0,3.0,8,0,0,18,0,66,17,17,165.0,6.0,103.0,0.0,19380.0,2,2.0,1538.0,10.0,15.0,6.0,4,28.0,it ITA,MF,Lazio,it Serie A,26.0,32,19,1707,19.0,1,0.16,Matches
3135,Catena,34.0,22.0,3.0,0.0,3.0,2.0,4.0,3.0,8,0,0,26,3,2,30,23,190.0,117.0,96.0,0.0,32147.0,2,0.0,2046.0,5.0,5.0,6.0,6,10.8,es ESP,DF,Rayo Vallecano,es La Liga,26.0,36,36,3240,36.0,2,0.11,Matches
3136,Craig Cathcart,8.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,3,0,0,13,0,4,28,15,127.0,48.0,55.0,0.0,16030.0,1,1.0,1206.0,0.0,1.0,2.0,0,10.2,nir NIR,DF,Watford,eng Premier League,32.0,31,27,2396,26.6,0,0.04,Matches
3137,Edinson Cavani,11.0,8.0,0.0,0.0,2.0,1.0,0.0,2.0,0,0,0,7,6,2,2,1,22.0,7.0,9.0,0.0,2277.0,1,0.0,294.0,4.0,5.0,4.0,6,12.6,uy URU,FW,Manchester Utd,eng Premier League,34.0,15,7,766,8.5,2,0.35,Matches
