,Player,SCA,PassLive,PassDead,Drib,Sh_x,Fld_x,Def,GCA,CrdY_x,CrdR_x,2CrdY,Fls,Off_x,Crs_x,Int,TklW,Recov,Won,Dead,Str,TotDist,Ast_x,CrsPA,Touches,Succ,Att,Dis,SoT,Dist,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,G-PK,G+A-PK,Matches
1691,Louis Beyer,25.0,17.0,1.0,0.0,1.0,2.0,4.0,1.0,5,0,0,16,0,8,15,27,96.0,27.0,37.0,0.0,14207.0,0,2.0,1130.0,10.0,16.0,5.0,0,13.1,de GER,DF,M'Gladbach,de Bundesliga,21.0,17,15,1384,15.4,0,0.0,Matches
1692,Bartosz Bialek,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,6,0,0,0,0,4.0,5.0,0.0,0.0,348.0,0,0.0,65.0,0.0,3.0,5.0,2,13.7,pl POL,FWDF,Wolfsburg,de Bundesliga,19.0,12,1,178,2.0,0,0.0,Matches
1693,Giulian Biancone,46.0,33.0,1.0,0.0,5.0,4.0,3.0,3.0,10,0,0,34,4,87,53,42,147.0,48.0,169.0,0.0,16275.0,2,13.0,1582.0,12.0,27.0,10.0,9,18.3,fr FRA,DFMF,Troyes,fr Ligue 1,21.0,33,26,2292,25.5,1,0.12,Matches
1694,Ermin Bičakčić,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,36.0,0,0.0,3.0,0.0,0.0,0.0,0,,ba BIH,DF,Hoffenheim,de Bundesliga,31.0,1,0,5,0.1,0,0.0,Matches
1695,Mads Bidstrup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,3.0,0.0,0.0,0.0,140.0,0,0.0,20.0,0.0,0.0,1.0,0,,dk DEN,MF,Brentford,eng Premier League,20.0,4,0,41,0.5,0,0.0,Matches
1696,Pedro Bigas,12.0,9.0,0.0,0.0,1.0,2.0,0.0,1.0,6,0,0,16,0,2,18,10,73.0,35.0,40.0,0.0,15307.0,0,1.0,1113.0,2.0,6.0,0.0,3,20.6,es ESP,DF,Elche,es La Liga,30.0,19,19,1551,17.2,1,0.06,Matches
1697,El Bilal Touré,26.0,20.0,0.0,1.0,3.0,1.0,1.0,7.0,2,0,0,20,6,4,6,6,37.0,59.0,12.0,0.0,3005.0,4,1.0,486.0,8.0,19.0,13.0,10,14.0,ml MLI,FW,Reims,fr Ligue 1,19.0,21,15,1194,13.3,1,0.38,Matches
1698,Jean-Claude Billong,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2,0,0,7,0,1,10,8,57.0,29.0,11.0,0.0,8060.0,0,1.0,577.0,2.0,3.0,1.0,1,10.8,cm CMR,DF,Clermont Foot,fr Ligue 1,27.0,15,10,980,10.9,0,0.0,Matches
1699,Luis Binks,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3,0,0,7,0,1,17,4,35.0,19.0,19.0,0.0,6017.0,0,0.0,415.0,2.0,4.0,2.0,0,21.7,eng ENG,DF,Bologna,it Serie A,19.0,15,7,646,7.2,0,0.0,Matches
1700,Cristiano Biraghi,127.0,64.0,55.0,0.0,6.0,1.0,1.0,8.0,5,1,1,28,7,278,19,24,173.0,4.0,575.0,0.0,39364.0,1,38.0,2754.0,12.0,26.0,6.0,16,25.4,it ITA,DF,Fiorentina,it Serie A,28.0,37,37,3153,35.0,3,0.11,Matches
1701,Davide Biraschi,6.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,4,0,0,12,1,14,16,16,53.0,21.0,53.0,0.0,6059.0,0,2.0,571.0,15.0,19.0,2.0,0,24.0,it ITA,DF,Genoa,it Serie A,27.0,14,11,930,10.3,0,0.0,Matches
1702,Tom Bischof,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,28.0,0,0.0,7.0,0.0,0.0,1.0,0,,de GER,MF,Hoffenheim,de Bundesliga,16.0,1,0,14,0.2,0,0.0,Matches
1703,Yves Bissouma,31.0,23.0,0.0,4.0,1.0,0.0,3.0,5.0,10,0,0,30,0,2,50,49,161.0,16.0,19.0,0.0,17341.0,2,0.0,1497.0,34.0,51.0,25.0,5,25.3,ml MLI,MF,Brighton,eng Premier League,24.0,26,25,2111,23.5,1,0.13,Matches
1704,Nathan Bitu Mazala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,0.0,124.0,0,0.0,11.0,0.0,1.0,0.0,0,,fr FRA,DF,Paris S-G,fr Ligue 1,18.0,1,0,11,0.1,0,0.0,Matches
1705,Marco Bizot,7.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,1,0,0,0,0,0,0,1,34.0,4.0,435.0,0.0,29158.0,1,0.0,1318.0,0.0,0.0,0.0,0,,nl NED,GK,Brest,fr Ligue 1,30.0,38,38,3420,38.0,0,0.03,Matches
1706,Bjarki Bjarkason,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6.0,0,0.0,3.0,0.0,0.0,0.0,0,,is ISL,MF,Venezia,it Serie A,21.0,1,0,3,0.0,0,0.0,Matches
1707,Blanco,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,1,0,4.0,0.0,0.0,0.0,278.0,0,0.0,24.0,1.0,1.0,1.0,0,,es ESP,MF,Real Madrid,es La Liga,21.0,1,0,31,0.3,0,0.0,Matches
1708,Ludovic Blas,107.0,78.0,2.0,6.0,11.0,8.0,2.0,16.0,10,0,0,45,4,37,31,18,172.0,17.0,76.0,0.0,16158.0,5,9.0,1508.0,60.0,148.0,79.0,32,20.6,fr FRA,MFFW,Nantes,fr Ligue 1,23.0,35,35,2961,32.9,5,0.3,Matches
1709,Danny Blum,19.0,13.0,5.0,1.0,0.0,0.0,0.0,0.0,0,0,0,3,0,31,2,1,23.0,14.0,26.0,0.0,2006.0,0,3.0,217.0,5.0,8.0,3.0,5,16.5,de GER,FWMF,Bochum,de Bundesliga,30.0,13,2,346,3.8,2,0.52,Matches
1710,Myron Boadu,22.0,16.0,0.0,3.0,0.0,3.0,0.0,5.0,0,0,0,17,12,0,2,7,20.0,15.0,18.0,0.0,1763.0,1,0.0,276.0,8.0,16.0,12.0,8,10.5,nl NED,FW,Monaco,fr Ligue 1,20.0,31,7,960,10.7,4,0.47,Matches
1711,Jérôme Boateng,24.0,20.0,1.0,0.0,2.0,0.0,1.0,3.0,6,0,0,13,0,5,20,15,107.0,18.0,39.0,0.0,20956.0,1,2.0,1282.0,2.0,4.0,0.0,3,17.9,de GER,DF,Lyon,fr Ligue 1,32.0,24,19,1622,18.0,0,0.06,Matches
1712,Kevin-Prince Boateng,18.0,15.0,0.0,0.0,1.0,2.0,0.0,0.0,8,0,0,21,1,5,6,5,44.0,26.0,24.0,0.0,4464.0,0,0.0,400.0,6.0,9.0,13.0,2,22.5,gh GHA,MFFW,Hertha BSC,de Bundesliga,34.0,18,8,696,7.7,0,0.0,Matches
1713,Antonin Bobichon,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,1,0,5.0,0.0,1.0,0.0,178.0,0,0.0,21.0,0.0,1.0,1.0,0,,fr FRA,MFFW,Angers,fr Ligue 1,25.0,4,0,38,0.4,0,0.0,Matches
1714,Herbert Bockhorn,18.0,9.0,1.0,2.0,0.0,4.0,2.0,1.0,1,0,0,7,0,27,14,14,74.0,11.0,65.0,0.0,4402.0,0,2.0,490.0,15.0,23.0,9.0,2,23.4,de GER,DF,Bochum,de Bundesliga,26.0,18,7,850,9.4,0,0.0,Matches
1715,Jean-Paul Boëtius,62.0,41.0,14.0,1.0,2.0,3.0,1.0,6.0,3,0,0,20,1,50,25,23,126.0,7.0,71.0,0.0,12816.0,2,4.0,1156.0,22.0,32.0,28.0,8,24.4,nl NED,MF,Mainz 05,de Bundesliga,27.0,33,19,1800,20.0,2,0.2,Matches
1843,Jeremie Boga,24.0,16.0,0.0,5.0,1.0,2.0,0.0,4.0,0,0,0,1,2,7,2,4,25.0,2.0,2.0,0.0,2738.0,2,0.0,350.0,28.0,48.0,7.0,5,20.2,ci CIV,MFFW,Sassuolo,it Serie A,24.0,12,8,670,7.4,0,0.27,Matches
1844,Luka Bogdan,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,1,6,3,18.0,6.0,13.0,0.0,1614.0,0,0.0,178.0,0.0,0.0,0.0,0,14.9,hr CRO,DF,Salernitana,it Serie A,25.0,6,4,399,4.4,0,0.0,Matches
1845,Emil Bohinen,24.0,14.0,7.0,2.0,0.0,1.0,0.0,1.0,5,0,0,16,1,20,12,9,61.0,6.0,33.0,0.0,3599.0,1,0.0,397.0,11.0,17.0,9.0,3,22.7,no NOR,MF,Salernitana,it Serie A,22.0,11,8,699,7.8,0,0.13,Matches
1846,Quentin Boisgard,27.0,17.0,6.0,0.0,1.0,3.0,0.0,2.0,3,0,0,11,0,46,6,11,70.0,9.0,45.0,0.0,4496.0,1,1.0,522.0,11.0,23.0,20.0,8,24.6,fr FRA,MFFW,Lorient,fr Ligue 1,24.0,25,9,958,10.6,1,0.19,Matches
1847,Charles Boli,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0,1,2.0,1.0,3.0,0.0,254.0,0,0.0,22.0,0.0,0.0,0.0,0,,fr FRA,MFDF,Lens,fr Ligue 1,22.0,4,0,32,0.4,0,0.0,Matches
1848,Willy Boly,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,7,1,0,14,19,62.0,20.0,9.0,0.0,8303.0,0,0.0,663.0,3.0,6.0,3.0,1,9.4,ci CIV,DF,Wolves,eng Premier League,30.0,10,10,900,10.0,0,0.0,Matches
1849,Giacomo Bonaventura,84.0,69.0,1.0,3.0,5.0,5.0,1.0,13.0,8,1,1,31,2,36,14,17,141.0,16.0,47.0,0.0,16878.0,4,1.0,1407.0,30.0,47.0,19.0,14,17.9,it ITA,MF,Fiorentina,it Serie A,31.0,31,28,2266,25.2,4,0.32,Matches
1850,Federico Bonazzoli,39.0,24.0,0.0,1.0,6.0,6.0,2.0,1.0,6,0,0,31,6,23,6,12,76.0,11.0,70.0,0.0,7100.0,0,2.0,782.0,15.0,30.0,25.0,20,17.8,it ITA,FWMF,Salernitana,it Serie A,24.0,32,19,1866,20.7,8,0.39,Matches
1851,Tarsis Bonga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,3.0,1.0,0.0,0.0,29.0,0,0.0,18.0,1.0,1.0,1.0,1,14.9,de GER,MFFW,Bochum,de Bundesliga,24.0,3,0,17,0.2,0,0.0,Matches
1852,Kevin Bonifazi,15.0,9.0,0.0,1.0,2.0,0.0,3.0,3.0,4,1,1,15,0,3,16,16,97.0,34.0,34.0,0.0,10846.0,0,0.0,830.0,17.0,21.0,4.0,0,14.5,it ITA,DF,Bologna,it Serie A,25.0,22,14,1210,13.4,0,0.0,Matches
1853,Solomon Bonnah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,64.0,0,0.0,5.0,0.0,0.0,0.0,0,,nl NED,DF,RB Leipzig,de Bundesliga,17.0,1,0,6,0.1,0,0.0,Matches
1854,Leonardo Bonucci,19.0,17.0,0.0,0.0,1.0,0.0,1.0,2.0,1,0,0,17,1,3,26,5,95.0,44.0,108.0,0.0,25899.0,0,0.0,1517.0,4.0,7.0,1.0,3,10.7,it ITA,DF,Juventus,it Serie A,34.0,24,22,2005,22.3,2,0.09,Matches
1855,Sebastiaan Bornauw,7.0,5.0,0.0,0.0,0.0,0.0,2.0,1.0,4,0,0,22,2,0,42,19,107.0,63.0,36.0,0.0,20537.0,0,0.0,1411.0,2.0,4.0,3.0,4,11.0,be BEL,DF,Wolfsburg,de Bundesliga,22.0,27,23,2007,22.3,1,0.04,Matches
1856,Rafael Borré,68.0,46.0,0.0,6.0,8.0,6.0,2.0,9.0,5,0,0,40,17,20,5,22,89.0,46.0,48.0,0.0,6740.0,4,1.0,983.0,29.0,56.0,30.0,24,14.5,co COL,FWMF,Eint Frankfurt,de Bundesliga,25.0,31,28,2378,26.4,8,0.45,Matches
1857,Sven Botman,20.0,16.0,1.0,1.0,0.0,0.0,2.0,4.0,4,0,0,16,1,0,26,11,113.0,57.0,57.0,0.0,26020.0,1,0.0,1770.0,5.0,5.0,2.0,5,10.8,nl NED,DF,Lille,fr Ligue 1,21.0,25,25,2250,25.0,3,0.16,Matches
1858,Denis Bouanga,89.0,49.0,7.0,17.0,8.0,3.0,5.0,12.0,4,1,0,50,5,67,8,25,141.0,67.0,76.0,1.0,8918.0,6,8.0,1254.0,56.0,121.0,64.0,30,18.9,ga GAB,FWMF,Saint-Étienne,fr Ligue 1,26.0,34,28,2436,27.1,9,0.55,Matches
1859,Hicham Boudaoui,32.0,27.0,0.0,0.0,2.0,3.0,0.0,4.0,7,0,0,30,4,49,18,18,103.0,13.0,7.0,0.0,6827.0,2,7.0,876.0,22.0,42.0,23.0,5,18.1,dz ALG,MF,Nice,fr Ligue 1,21.0,29,21,1621,18.0,3,0.28,Matches
1860,Ryad Boudebouz,95.0,74.0,13.0,4.0,2.0,2.0,0.0,6.0,2,0,0,14,0,106,10,15,132.0,12.0,162.0,1.0,21760.0,4,4.0,1782.0,55.0,81.0,43.0,9,24.7,dz ALG,MFFW,Saint-Étienne,fr Ligue 1,31.0,30,27,2252,25.0,2,0.24,Matches
1861,Sofiane Boufal,136.0,61.0,31.0,20.0,7.0,13.0,4.0,15.0,6,0,0,44,15,108,7,29,85.0,12.0,147.0,2.0,12458.0,4,4.0,1422.0,91.0,198.0,75.0,24,21.7,ma MAR,FWMF,Angers,fr Ligue 1,27.0,29,28,2330,25.9,5,0.35,Matches
1862,Farid Boulaya,46.0,31.0,13.0,0.0,1.0,0.0,1.0,2.0,1,1,0,7,1,71,12,10,100.0,9.0,89.0,0.0,9452.0,2,2.0,901.0,19.0,32.0,24.0,6,24.2,dz ALG,MFFW,Metz,fr Ligue 1,28.0,24,18,1526,17.0,4,0.35,Matches
1863,Yassine Bounou,4.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,2,0,0,0,0,0,0,0,29.0,7.0,298.0,0.0,23163.0,2,0.0,1130.0,1.0,1.0,0.0,0,,ma MAR,GK,Sevilla,es La Liga,30.0,31,31,2790,31.0,0,0.06,Matches
1864,Ismaëlben Boura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,2,2,2.0,1.0,8.0,0.0,1032.0,0,0.0,83.0,0.0,0.0,0.0,0,32.3,fr FRA,DF,Lens,fr Ligue 1,20.0,5,1,95,1.1,0,0.0,Matches
1865,Mehdi Bourabia,5.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,0,0,0,6,0,3,3,1,20.0,1.0,15.0,0.0,1435.0,0,0.0,164.0,6.0,10.0,2.0,1,27.4,ma MAR,MF,Spezia,it Serie A,29.0,8,2,282,3.1,1,0.32,Matches
1866,Benjamin Bourigeaud,176.0,96.0,71.0,1.0,4.0,1.0,3.0,18.0,2,0,0,25,4,294,30,24,144.0,14.0,269.0,0.0,26382.0,12,26.0,2239.0,9.0,21.0,20.0,21,17.3,fr FRA,MFFW,Rennes,fr Ligue 1,27.0,38,38,3193,35.5,11,0.65,Matches
1867,Redwan Bourles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,1.0,2.0,0.0,58.0,0,0.0,7.0,0.0,0.0,1.0,0,,fr FRA,MFFW,Lorient,fr Ligue 1,18.0,4,0,16,0.2,0,0.0,Matches
1868,Edoardo Bove,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,2,1,1,4.0,0.0,2.0,0.0,544.0,0,0.0,44.0,1.0,1.0,0.0,1,16.4,it ITA,MFDF,Roma,it Serie A,19.0,11,0,68,0.8,1,1.32,Matches
1869,Jarrod Bowen,98.0,56.0,16.0,11.0,9.0,5.0,1.0,19.0,6,0,0,25,14,141,21,20,151.0,38.0,110.0,1.0,9502.0,10,3.0,1216.0,50.0,88.0,51.0,34,15.7,eng ENG,MF,West Ham,eng Premier League,24.0,36,34,2983,33.1,12,0.66,Matches
1870,Dedryck Boyata,8.0,5.0,0.0,1.0,1.0,1.0,0.0,2.0,1,1,0,11,3,0,17,13,93.0,52.0,19.0,0.0,13352.0,0,0.0,1019.0,3.0,4.0,0.0,2,9.7,be BEL,DF,Hertha BSC,de Bundesliga,30.0,23,22,1898,21.1,0,0.0,Matches
1871,Lucas Boyé,47.0,29.0,0.0,8.0,3.0,3.0,4.0,9.0,3,0,0,39,13,7,2,13,65.0,31.0,34.0,0.0,4319.0,3,0.0,787.0,57.0,88.0,78.0,16,16.2,ar ARG,FW,Elche,es La Liga,25.0,24,22,1713,19.0,7,0.53,Matches
1872,Domagoj Bradarić,10.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,2,0,0,5,0,21,10,9,27.0,5.0,55.0,0.0,3571.0,0,2.0,338.0,2.0,5.0,4.0,0,21.5,hr CRO,DF,Lille,fr Ligue 1,21.0,15,2,417,4.6,0,0.0,Matches
2000,Bilal Brahimi,18.0,13.0,4.0,0.0,0.0,1.0,0.0,0.0,1,0,0,4,2,45,2,1,24.0,2.0,29.0,0.0,2142.0,0,7.0,214.0,3.0,10.0,10.0,0,14.5,dz ALG,MF,Nice,fr Ligue 1,21.0,11,2,378,4.2,0,0.0,Matches
2001,Martin Braithwaite,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5,2,2,1,1,7.0,3.0,2.0,0.0,549.0,1,0.0,81.0,2.0,3.0,5.0,3,12.0,dk DEN,FW,Barcelona,es La Liga,30.0,4,3,235,2.6,2,1.15,Matches
2002,Julian Brandt,96.0,59.0,26.0,7.0,4.0,0.0,0.0,22.0,3,0,0,12,2,128,24,19,129.0,15.0,117.0,0.0,15112.0,8,6.0,1567.0,38.0,65.0,31.0,15,17.1,de GER,MF,Dortmund,de Bundesliga,25.0,31,22,2078,23.1,9,0.74,Matches
2003,Jarrad Branthwaite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,3,0,0,1,1,24.0,11.0,9.0,0.0,1378.0,0,0.0,159.0,1.0,2.0,1.0,2,14.0,eng ENG,DF,Everton,eng Premier League,19.0,6,4,388,4.3,1,0.23,Matches
2004,Darko Brašanac,62.0,55.0,0.0,0.0,4.0,2.0,1.0,7.0,8,0,0,52,9,27,25,22,143.0,33.0,45.0,0.0,9449.0,2,3.0,1112.0,15.0,27.0,26.0,5,14.8,rs SRB,MF,Osasuna,es La Liga,29.0,35,27,2405,26.7,1,0.11,Matches
2005,Lilian Brassier,21.0,18.0,1.0,0.0,1.0,0.0,1.0,1.0,4,0,0,24,0,17,32,24,153.0,42.0,90.0,0.0,21613.0,0,1.0,1521.0,5.0,16.0,4.0,2,18.5,fr FRA,DF,Brest,fr Ligue 1,21.0,31,23,2263,25.1,1,0.04,Matches
2006,Claudio Bravo,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1,0,0,0,0,20.0,6.0,174.0,0.0,10758.0,0,0.0,536.0,0.0,0.0,0.0,0,,cl CHI,GK,Betis,es La Liga,38.0,17,17,1456,16.2,0,0.0,Matches
2007,Iker Bravo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0,,es ESP,FWMF,Leverkusen,de Bundesliga,16.0,1,0,12,0.1,0,0.0,Matches
2008,Fabian Bredlow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5.0,1.0,40.0,0.0,2499.0,0,0.0,142.0,0.0,0.0,0.0,0,,de GER,GK,Stuttgart,de Bundesliga,26.0,4,4,360,4.0,0,0.0,Matches
2136,Josip Brekalo,119.0,79.0,23.0,7.0,7.0,3.0,0.0,9.0,1,0,0,20,5,135,4,5,128.0,17.0,112.0,0.0,14202.0,2,12.0,1363.0,40.0,70.0,37.0,17,19.4,hr CRO,MF,Torino,it Serie A,23.0,32,26,2286,25.4,7,0.35,Matches
2137,Gleison Bremer,25.0,14.0,1.0,0.0,6.0,0.0,4.0,2.0,7,0,0,66,5,1,105,24,284.0,131.0,30.0,0.0,23627.0,1,0.0,1907.0,17.0,23.0,8.0,10,10.0,br BRA,DF,Torino,it Serie A,24.0,33,33,2890,32.1,3,0.12,Matches
2138,Jimmy Briand,19.0,14.0,1.0,1.0,2.0,0.0,1.0,2.0,1,0,0,5,1,2,1,0,13.0,6.0,5.0,0.0,816.0,1,0.0,109.0,1.0,4.0,2.0,2,17.2,fr FRA,FWMF,Bordeaux,fr Ligue 1,35.0,17,1,226,2.5,1,0.8,Matches
2139,Yan Brice Eteki,4.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,3,0,0,18,0,0,4,3,21.0,7.0,0.0,0.0,1589.0,0,0.0,169.0,1.0,3.0,7.0,0,13.1,cm CMR,MF,Granada,es La Liga,23.0,12,2,343,3.8,0,0.0,Matches
2140,Brian Brobbey,4.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,3,0,1,0,0,7.0,4.0,1.0,0.0,349.0,2,0.0,48.0,2.0,2.0,1.0,0,8.1,nl NED,FWMF,RB Leipzig,de Bundesliga,19.0,9,1,131,1.5,0,1.37,Matches
2141,Armando Broja,38.0,19.0,0.0,7.0,7.0,4.0,1.0,4.0,2,0,0,29,13,8,3,5,81.0,88.0,2.0,0.0,2594.0,0,0.0,670.0,33.0,70.0,50.0,19,13.0,al ALB,FW,Southampton,eng Premier League,19.0,32,21,1975,21.9,6,0.27,Matches
2142,Dylan Bronn,18.0,14.0,0.0,0.0,1.0,0.0,3.0,5.0,10,1,1,31,3,12,40,29,164.0,28.0,92.0,0.0,18748.0,2,1.0,1422.0,6.0,8.0,5.0,7,13.6,tn TUN,DF,Metz,fr Ligue 1,26.0,30,28,2545,28.3,1,0.11,Matches
2143,John Brooks,20.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0,0,9,1,4,41,25,188.0,67.0,77.0,0.0,29973.0,1,1.0,2041.0,9.0,13.0,5.0,1,14.6,us USA,DF,Wolfsburg,de Bundesliga,28.0,31,29,2615,29.1,1,0.07,Matches
2144,Daniel Brosinski,12.0,8.0,4.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,23,3,1,27.0,6.0,69.0,0.0,2871.0,0,4.0,275.0,0.0,2.0,2.0,0,38.7,de GER,DF,Mainz 05,de Bundesliga,33.0,11,4,390,4.3,0,0.0,Matches
2145,Josh Brownhill,78.0,50.0,18.0,2.0,2.0,2.0,4.0,3.0,10,0,0,39,0,53,68,37,198.0,47.0,70.0,0.0,13793.0,3,3.0,1526.0,15.0,30.0,18.0,9,23.8,eng ENG,MF,Burnley,eng Premier League,25.0,35,32,2955,32.8,2,0.15,Matches
2146,Marcelo Brozović,95.0,86.0,2.0,1.0,2.0,1.0,3.0,11.0,7,0,0,43,0,23,37,45,252.0,13.0,121.0,0.0,44859.0,1,9.0,2901.0,28.0,37.0,20.0,13,22.3,hr CRO,MF,Inter,it Serie A,28.0,35,35,2937,32.6,2,0.09,Matches
2147,Cédric Brunner,38.0,23.0,8.0,1.0,2.0,2.0,2.0,3.0,6,0,0,35,0,70,43,35,157.0,45.0,284.0,0.0,13580.0,1,13.0,1410.0,15.0,28.0,11.0,0,27.3,ch SUI,DF,Arminia,de Bundesliga,27.0,27,26,2183,24.3,0,0.04,Matches
2148,Lewis Brunt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,365.0,0,0.0,25.0,1.0,1.0,2.0,0,,eng ENG,MF,Leicester City,eng Premier League,20.0,1,0,24,0.3,0,0.0,Matches
2149,Jacob Bruun Larsen,27.0,22.0,0.0,1.0,2.0,1.0,1.0,1.0,1,0,0,6,6,10,5,1,35.0,9.0,12.0,0.0,3045.0,0,1.0,384.0,9.0,21.0,6.0,7,12.3,dk DEN,MFFW,Hoffenheim,de Bundesliga,22.0,25,9,812,9.0,4,0.44,Matches
2277,Bryan,26.0,18.0,5.0,2.0,0.0,1.0,0.0,1.0,3,0,0,13,7,44,1,8,54.0,1.0,30.0,0.0,2193.0,1,3.0,374.0,17.0,35.0,11.0,2,16.3,es ESP,MFFW,Valencia,es La Liga,20.0,13,9,753,8.4,0,0.12,Matches
2278,Ante Budimir,28.0,14.0,0.0,2.0,4.0,7.0,1.0,4.0,3,0,0,37,16,7,3,10,50.0,106.0,18.0,0.0,2566.0,2,1.0,608.0,11.0,31.0,28.0,19,12.3,hr CRO,FW,Osasuna,es La Liga,30.0,28,20,1738,19.3,6,0.41,Matches
2279,Emi Buendía,82.0,64.0,3.0,7.0,3.0,5.0,0.0,10.0,1,0,0,17,3,34,9,18,110.0,19.0,63.0,1.0,10017.0,6,3.0,1136.0,40.0,64.0,41.0,13,17.9,ar ARG,MFFW,Aston Villa,eng Premier League,24.0,35,22,1899,21.1,4,0.47,Matches
2280,Osman Bukari,33.0,25.0,0.0,6.0,2.0,0.0,0.0,8.0,1,0,0,14,5,15,8,8,70.0,9.0,5.0,0.0,2723.0,4,2.0,434.0,21.0,46.0,21.0,9,18.2,gh GHA,MFFW,Nantes,fr Ligue 1,22.0,24,10,1012,11.2,2,0.53,Matches
2281,Aleksander Buksa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,0,0,0,4.0,3.0,0.0,0.0,58.0,0,0.0,18.0,0.0,0.0,1.0,0,,pl POL,FW,Genoa,it Serie A,18.0,4,0,63,0.7,0,0.0,Matches
2282,Marcin Bułka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,8.0,0.0,373.0,0,0.0,24.0,0.0,0.0,0.0,0,,pl POL,GK,Nice,fr Ligue 1,21.0,1,1,90,1.0,0,0.0,Matches
2283,Alessandro Buongiorno,11.0,6.0,0.0,0.0,2.0,1.0,2.0,3.0,5,0,0,27,1,6,31,9,60.0,53.0,18.0,0.0,7307.0,1,1.0,689.0,2.0,4.0,5.0,1,8.8,it ITA,DF,Torino,it Serie A,22.0,23,12,1181,13.1,0,0.08,Matches
2284,Sascha Burchert,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,13.0,2.0,157.0,0.0,11556.0,0,0.0,600.0,0.0,0.0,0.0,0,,de GER,GK,Greuther Fürth,de Bundesliga,31.0,14,14,1260,14.0,0,0.0,Matches
2285,Delano Burgzorg,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0.0,17.0,0,0.0,13.0,1.0,4.0,0.0,1,12.1,nl NED,MF,Mainz 05,de Bundesliga,22.0,3,0,27,0.3,1,3.33,Matches
2286,Jonathan Burkardt,77.0,52.0,1.0,4.0,12.0,7.0,1.0,6.0,0,0,0,24,10,35,8,8,106.0,36.0,34.0,0.0,5907.0,3,4.0,985.0,40.0,79.0,62.0,33,14.4,de GER,FWMF,Mainz 05,de Bundesliga,21.0,34,32,2611,29.0,10,0.45,Matches
